ticker,entry_dt,exit_dt,entry,exit,reason,lot_rub,pnl_rub,pnl_pct,hold_d,win
TATN,2025-02-13,2025-02-14,735.6735600000001,705.280815143607,SL,19633.89,-830.3595675733964,-4.2292157467185385,1,False
OZPH,2025-02-17,2025-02-17,51.20512,51.251199487487995,SL,9606.63,1.0276447211365944,0.010697244727199804,0,True
GMKN,2025-02-18,2025-02-26,138.61386,138.73859861261397,SL,11741.46,2.8918997799498314,0.024629814179410667,8,True
ALRS,2025-02-18,2025-02-27,64.256425,60.01087168479665,SL,12289.57,-823.88057655842,-6.703900759411599,9,False
T,2025-02-13,2025-02-28,3399.3399,3214.6460977746733,SL,14920.42,-825.1751538818659,-5.530508885687305,15,False
OZON,2025-02-18,2025-02-28,4063.4063,3783.9473979213444,SL,11805.94,-823.348067325855,-6.974015345883979,10,False
TATN,2025-02-18,2025-02-28,749.1749100000001,706.7781039557233,SL,14352.07,-826.1487266176402,-5.756303631585133,10,False
NVTK,2025-02-18,2025-03-10,1295.1295,1286.2713600000002,TIME,11672.28,-91.46583965099886,-0.7836158801108168,20,False
RUAL,2025-02-27,2025-03-19,41.0041,42.025797000000004,TIME,10174.68,243.22052467329004,2.3904488855992523,20,True
TATN,2025-04-29,2025-05-05,725.47254,688.9928419175134,SL,15529.47,-796.0236866281617,-5.125890881196601,6,False
OZPH,2025-07-19,2025-07-28,49.854985,50.81746037900159,SL,16158.02,178.30240552247713,1.1034916748616297,9,True
PHOR,2025-07-24,2025-07-28,6510.651,6323.653142419616,SL,23143.49,-687.5346784402285,-2.9707476203469243,4,False
OZON,2025-07-22,2025-07-30,4246.4246,4050.0268364154804,SL,16714.41,-789.3718138928932,-4.722702230547733,8,False
PLZL,2025-07-30,2025-08-12,1994.79946,2071.9197762953977,SL,16643.55,262.07738785176133,1.5746483643919797,13,True
TATN,2025-08-11,2025-08-18,729.0729,695.675806911802,SL,16592.15,-776.2589999052727,-4.678471445263408,7,False
PHOR,2025-07-30,2025-08-19,6581.6581,7047.2952000000005,TIME,22180.58,1016.3024750943148,4.581947248874081,20,True
GMKN,2025-08-07,2025-08-21,123.71237,124.23474300467377,SL,14506.81,30.556672970970155,0.210636749023184,14,True
NVTK,2025-08-08,2025-08-21,1140.114,1202.1387715827098,SL,13924.68,261.3044932116883,1.8765565399828814,13,True
